Timestamp,IMULS_X,IMULS_Y,IMULS_Z,IMULS_Ynew,IMULS_Znew,IMULE_X,IMULE_Y,IMULE_Z,IMULElbow,IMURS_X,IMURS_Y,IMURS_Z,IMURS_Ynew,IMURS_Znew'IMURE_X,IMURE_Y,IMURE_Z,IMURElbow,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.08,-8.64,2.17,-6.83,86.84,8.90,-6.62,6.89,17.89,9.54,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
6.11,-8.65,2.10,-7.14,86.87,8.90,-6.62,6.89,17.89,9.52,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
6.12,-8.65,2.10,-7.14,86.87,8.90,-6.62,6.89,17.89,9.52,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
6.14,-8.65,2.10,-7.14,86.87,8.90,-6.68,6.66,17.60,9.43,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
6.18,-8.65,2.10,-7.14,86.87,8.90,-6.68,6.66,17.60,9.43,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
6.22,-8.65,2.10,-7.14,86.87,8.90,-6.52,6.64,17.77,9.29,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
6.24,-8.53,1.99,-6.98,87.01,8.76,-6.52,6.64,17.77,9.29,99.82,70.86,71.91,152.46,93.20,0.00,0.00,0.00,0.00
6.25,-8.53,1.99,-6.98,87.01,8.76,-6.52,6.64,17.77,9.29,99.82,70.86,71.91,152.46,93.20,0.00,0.00,0.00,0.00
6.35,-8.69,1.98,-7.14,86.98,8.92,-6.52,6.64,17.77,9.41,99.82,70.86,71.91,152.46,93.20,0.00,0.00,0.00,0.00
6.36,-8.47,1.99,-6.92,87.03,8.70,-6.52,6.64,17.77,9.41,99.65,71.08,71.98,152.67,93.12,0.00,0.00,0.00,0.00
6.38,-8.47,1.99,-6.92,87.03,8.70,-6.37,6.58,17.96,9.14,99.65,71.08,71.98,152.67,93.12,0.00,0.00,0.00,0.00
6.41,-8.80,1.98,-7.24,86.96,9.02,-6.37,6.58,17.96,9.39,99.65,71.08,71.98,152.67,93.12,0.00,0.00,0.00,0.00
6.45,-8.80,1.98,-7.24,86.96,9.02,-6.56,6.54,17.82,9.25,99.65,71.08,71.98,152.67,93.12,0.00,0.00,0.00,0.00
6.48,-8.63,2.06,-7.45,86.86,8.87,-6.56,6.54,17.82,9.21,99.65,71.08,71.98,152.67,93.12,0.00,0.00,0.00,0.00
6.49,-8.63,2.06,-7.45,86.86,8.87,-6.55,6.71,17.75,9.37,99.65,71.08,71.98,152.67,93.12,0.00,0.00,0.00,0.00
6.55,-8.63,2.06,-7.45,86.86,8.87,-6.55,6.71,17.75,9.37,99.65,71.08,71.98,152.67,93.12,0.00,0.00,0.00,0.00
6.59,-8.80,2.05,-7.61,86.83,9.03,-6.55,6.71,17.75,9.49,99.65,71.08,71.98,152.67,93.12,0.00,0.00,0.00,0.00
6.60,-8.91,2.01,-7.24,86.91,9.13,-6.55,6.71,17.75,9.49,99.84,70.98,72.53,153.04,93.19,0.00,0.00,0.00,0.00
6.62,-8.91,2.01,-7.24,86.91,9.13,-6.56,6.68,17.77,9.35,99.84,70.98,72.53,153.04,93.19,0.00,0.00,0.00,0.00
6.65,-8.91,2.01,-7.24,86.91,9.13,-6.56,6.68,17.77,9.35,99.84,70.98,72.53,153.04,93.19,0.00,0.00,0.00,0.00
6.69,-8.91,2.01,-7.24,86.91,9.13,-6.71,6.75,17.91,9.50,99.84,70.98,72.53,153.04,93.19,0.00,0.00,0.00,0.00
